TaskName2,RowNumber,ChipNumber,ChipStatus,SpotNumber,Diameter,XOffset,YOffset,Result,DOTAREA,DOTCOUNT,DOTSIZE,FIXTURE,XDEV,YDEV
000001E000288252,0,3,0,59,0.09891481,-0.1584902,-0.01643324,False,False,True,True,True,False,False
000001E000288252,0,3,0,61,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,3,0,66,0.08844164,-0.2030802,0.002302408,False,False,False,True,True,False,False
000001E000288252,0,4,0,1,0.09776465,-0.0370605,0.01900387,True,True,True,True,True,True,True
000001E000288252,0,4,0,6,0.08935769,-0.1068869,0.05259228,False,True,False,True,True,True,True
000001E000288252,0,4,0,9,0.09587896,-0.1359408,0.0661149,False,True,False,True,True,True,True
000001E000288252,0,4,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,4,0,22,0.08831865,-0.169636,-0.020468,False,True,False,True,True,False,False
000001E000288252,0,4,0,23,0.08969853,-0.1894283,-0.01063561,False,False,False,True,True,False,False
000001E000288252,0,4,0,31,0.0893354,-0.1877635,0.03579569,False,False,False,True,True,False,False
000001E000288252,0,4,0,39,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,4,0,41,0.09395753,-0.1704347,-0.01900995,False,True,True,True,True,False,False
000001E000288252,0,4,0,45,0.09466498,-0.1327002,0.02522731,False,True,False,True,True,True,True
000001E000288252,0,4,0,50,0.08848307,-0.1711836,0.03956652,False,False,True,True,True,False,False
000001E000288252,0,4,0,57,0.08934374,-0.1549487,0.04219174,False,False,True,True,True,True,True
000001E000288252,0,4,0,59,0.09891481,-0.1587262,-0.02186775,False,False,True,True,True,False,False
000001E000288252,0,4,0,61,0.0960363,-0.1247334,0.02368402,True,True,True,True,True,True,True
000001E000288252,0,4,0,66,0.09561806,-0.1735091,0.003567934,False,False,True,True,True,False,False
000001E000288252,0,5,0,1,0.0955177,-0.0996654,0.02170587,True,True,True,True,True,True,True
000001E000288252,0,5,0,6,0.08935769,-0.119812,0.05027962,False,True,False,True,True,True,True
000001E000288252,0,5,0,9,0.09587896,-0.1312606,0.06023502,False,True,False,True,True,True,True
000001E000288252,0,5,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,5,0,22,0.08831865,-0.1778326,-0.02123332,False,False,False,True,True,False,False
000001E000288252,0,5,0,23,0.08969853,-0.1913581,-0.01957202,False,False,False,True,True,False,False
000001E000288252,0,5,0,31,0.08862244,-0.1838336,0.03673196,False,False,True,True,True,False,False
000001E000288252,0,5,0,39,0.08882035,-0.1889157,0.01365352,False,False,False,True,True,False,False
000001E000288252,0,5,0,41,0.0884304,-0.1898398,-0.02694297,False,False,True,True,True,False,False
000001E000288252,0,5,0,45,0.09620836,-0.1739488,0.02277613,False,True,False,True,True,False,False
000001E000288252,0,5,0,50,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,5,0,57,0.1060962,-0.144479,0.04209948,False,True,True,True,True,False,False
000001E000288252,0,5,0,59,0.08792375,-0.1566162,-0.02848125,False,False,True,True,True,True,True
000001E000288252,0,5,0,61,0.09038691,-0.1907647,0.01678777,False,False,True,True,True,False,False
000001E000288252,0,5,0,66,0.08862977,-0.1980557,-0.005399704,False,False,True,True,True,False,False
000001E000288252,0,6,0,1,0.0955177,-0.09865165,-0.0008730888,True,True,True,True,True,True,True
000001E000288252,0,6,0,6,0.09494259,-0.1128726,0.03830647,False,True,False,True,True,True,True
000001E000288252,0,6,0,9,0.09587896,-0.1342227,0.05456281,False,True,False,True,True,True,True
000001E000288252,0,6,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,6,0,22,0.08831865,-0.1797874,-0.0396769,False,False,False,True,True,False,False
000001E000288252,0,6,0,23,0.08864737,-0.1960964,-0.01993227,False,False,False,True,True,False,False
000001E000288252,0,6,0,31,0.0893354,-0.1723988,0.03176975,False,True,True,True,True,False,False
000001E000288252,0,6,0,39,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,6,0,41,0.08737787,-0.1921434,-0.02986801,False,False,True,True,True,False,False
000001E000288252,0,6,0,45,0.09620836,-0.1646791,0.01848364,False,True,False,True,True,False,False
000001E000288252,0,6,0,50,0.08718147,-0.201442,0.00890708,False,False,False,True,True,False,False
000001E000288252,0,6,0,57,0.100512,-0.1492929,0.03842342,False,True,True,True,True,False,False
000001E000288252,0,6,0,59,0.109906,-0.1594481,-0.0354805,False,False,True,True,True,False,False
000001E000288252,0,6,0,61,0.1016857,-0.1859319,-0.02675533,False,False,True,True,True,False,False
000001E000288252,0,6,0,66,0.08862977,-0.1989908,-0.0109818,False,False,True,True,True,False,False
000001E000288252,0,7,0,1,0.09776465,-0.1099651,-0.00313282,True,True,True,True,True,True,True
000001E000288252,0,7,0,6,0.09494259,-0.1409011,0.02950072,False,True,False,True,True,True,True
000001E000288252,0,7,0,9,0.09956714,-0.1471701,0.03665233,False,True,False,True,True,False,False
000001E000288252,0,7,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,7,0,22,0.08758284,-0.1803749,-0.04759431,False,False,False,True,True,False,False
000001E000288252,0,7,0,23,0.100911,-0.183187,-0.02201557,False,False,False,True,True,False,False
000001E000288252,0,7,0,31,0.0893354,-0.1907928,0.01732898,False,False,True,True,True,False,False
000001E000288252,0,7,0,39,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,7,0,41,0.0884304,-0.1912498,-0.04092586,False,False,True,True,True,False,False
000001E000288252,0,7,0,45,0.09620836,-0.1636672,0.01976109,False,True,False,True,True,False,False
000001E000288252,0,7,0,50,0.08848307,-0.20595,0.01505995,False,False,False,True,True,False,False
000001E000288252,0,7,0,57,0.100512,-0.1544974,0.02190983,False,True,True,True,True,False,False
000001E000288252,0,7,0,59,0.08792375,-0.1525781,-0.03730464,False,False,True,True,True,True,True
000001E000288252,0,7,0,61,0.09038691,-0.1707156,0.01907301,False,True,True,True,True,False,False
000001E000288252,0,7,0,66,0.08862977,-0.1993828,-0.007353783,False,False,True,True,True,False,False
000001E000288252,0,8,0,1,0.09739015,-0.1111822,-0.002364874,True,True,True,True,True,True,True
000001E000288252,0,8,0,6,0.09270781,-0.1479545,0.01698923,False,True,False,True,True,True,True
000001E000288252,0,8,0,9,0.09956714,-0.1518667,0.02793956,False,True,False,True,True,False,False
000001E000288252,0,8,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,8,0,22,0.09935854,-0.1753459,-0.04201698,False,False,False,True,True,False,False
000001E000288252,0,8,0,23,0.08969853,-0.1842108,-0.03171873,False,False,False,True,True,False,False
000001E000288252,0,8,0,31,0.08860608,-0.1942601,0.00957036,False,False,True,True,True,False,False
000001E000288252,0,8,0,39,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,8,0,41,0.0872969,-0.190465,-0.0474273,False,False,True,True,True,False,False
000001E000288252,0,8,0,45,0.09394372,-0.1609781,0.01815128,False,True,False,True,True,False,False
000001E000288252,0,8,0,50,0.08721928,-0.1982365,0.01186633,False,False,False,True,True,False,False
000001E000288252,0,8,0,57,0.1060962,-0.1517708,0.01897407,False,True,True,True,True,False,False
000001E000288252,0,8,0,59,0.09891481,-0.1497152,-0.0337646,False,True,True,True,True,False,False
000001E000288252,0,8,0,61,0.0960363,-0.1823864,-0.004533529,False,True,True,True,True,False,False
000001E000288252,0,8,0,66,0.08999337,-0.1961522,-0.01559877,False,False,True,True,True,False,False
000001E000288252,0,9,0,1,0.09776465,-0.09951186,-0.02790046,True,True,True,True,True,True,True
000001E000288252,0,9,0,6,0.09341956,-0.1535101,0.0184412,False,True,False,True,True,True,True
000001E000288252,0,9,0,9,0.09956714,-0.1508315,0.0243423,False,True,False,True,True,False,False
000001E000288252,0,9,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,9,0,22,0.09604604,-0.1537173,-0.04253268,False,True,False,True,True,False,False
000001E000288252,0,9,0,23,0.100911,-0.1847253,-0.03192043,False,False,True,True,True,False,False
000001E000288252,0,9,0,31,0.08860608,-0.1914213,0.003582716,False,False,True,True,True,False,False
000001E000288252,0,9,0,39,0.1136874,-0.196105,-0.006899357,False,False,False,True,True,False,False
000001E000288252,0,9,0,41,0.0884304,-0.1882081,-0.05050564,False,False,True,True,True,False,False
000001E000288252,0,9,0,45,0.09620836,-0.1534898,0.01477766,False,True,False,True,True,False,False
000001E000288252,0,9,0,50,0.08848307,-0.1927595,0.004600048,False,False,True,True,True,False,False
000001E000288252,0,9,0,57,0.100512,-0.1598918,0.0147903,False,False,True,True,True,False,False
000001E000288252,0,9,0,59,0.109906,-0.1580961,-0.05366635,False,False,True,True,True,False,False
000001E000288252,0,9,0,61,0.09038691,-0.1653235,-0.01617217,False,False,True,True,True,False,False
000001E000288252,0,9,0,66,0.08999337,-0.1774554,-0.01468873,False,False,True,True,True,False,False
000001E000288252,0,10,0,1,0.1105783,-0.1300619,-0.04070234,True,True,True,True,True,True,True
000001E000288252,0,10,0,6,0.08935769,-0.1427531,0.01348257,False,True,False,True,True,True,True
000001E000288252,0,10,0,9,0.09956714,-0.1466324,0.01486373,False,True,False,True,True,True,True
000001E000288252,0,10,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,10,0,22,0.09935854,-0.1532414,-0.04886389,False,True,False,True,True,False,False
000001E000288252,0,10,0,23,0.08969853,-0.1729722,-0.0451014,False,False,True,True,True,False,False
000001E000288252,0,10,0,31,0.0893354,-0.1851168,0.004339457,False,True,True,True,True,False,False
000001E000288252,0,10,0,39,0.09007106,-0.177705,-0.01189256,False,False,False,True,True,False,False
000001E000288252,0,10,0,41,0.08695686,-0.1908517,-0.05530405,False,False,False,True,True,False,False
000001E000288252,0,10,0,45,0.09620836,-0.1667802,0.006917,False,True,False,True,True,False,False
000001E000288252,0,10,0,50,0.08848307,-0.2025521,-0.006006241,False,False,True,True,True,False,False
000001E000288252,0,10,0,57,0.1060962,-0.1520519,0.01219642,False,True,True,True,True,False,False
000001E000288252,0,10,0,59,0.09891481,-0.146534,-0.06043625,False,True,True,True,True,False,False
000001E000288252,0,10,0,61,0.09038691,-0.166616,-0.03695822,False,False,True,True,True,False,False
000001E000288252,0,10,0,66,0.08886871,-0.1867766,-0.02557325,False,False,True,True,True,False,False
000001E000288252,0,11,0,1,0.09739015,-0.1371665,-0.02338409,True,True,True,True,True,True,True
000001E000288252,0,11,0,6,0.08935769,-0.1260042,0.008113861,False,False,False,True,True,True,True
000001E000288252,0,11,0,9,0.09587896,-0.1438689,0.008155346,False,True,False,True,True,True,True
000001E000288252,0,11,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,11,0,22,0.08831865,-0.1724751,-0.05223489,False,False,False,True,True,False,False
000001E000288252,0,11,0,23,0.09530474,-0.1709347,-0.04633403,False,False,False,True,True,False,False
000001E000288252,0,11,0,31,0.09491912,-0.1838677,-0.007415295,False,False,True,True,True,False,False
000001E000288252,0,11,0,39,0.09007106,-0.1980958,-0.01785469,False,False,False,True,True,False,False
000001E000288252,0,11,0,41,0.08679223,-0.1952181,-0.0588553,False,False,False,True,True,False,False
000001E000288252,0,11,0,45,0.09620836,-0.1614285,0.002984285,False,True,False,True,True,False,False
000001E000288252,0,11,0,50,0.08753522,-0.1990106,-0.01298785,False,False,True,True,True,False,False
000001E000288252,0,11,0,57,0.1060962,-0.1559086,0.008091569,False,True,True,True,True,False,False
000001E000288252,0,11,0,59,0.09891481,-0.1469107,-0.07217741,False,True,True,True,True,False,False
000001E000288252,0,11,0,61,0.1171982,-0.1981149,-0.01226258,False,True,True,True,True,False,False
000001E000288252,0,11,0,66,0.08999337,-0.1886239,-0.03243637,False,False,True,True,True,False,False
000001E000288252,0,12,0,1,0.09704996,-0.1136889,-0.04736257,True,True,True,True,True,True,True
000001E000288252,0,12,0,6,0.1005275,-0.1269722,0.003170729,False,False,False,True,True,True,True
000001E000288252,0,12,0,9,0.09956714,-0.143564,0.00887537,False,True,False,True,True,True,True
000001E000288252,0,12,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,12,0,22,0.09567814,-0.1618989,-0.06336951,False,True,False,True,True,False,False
000001E000288252,0,12,0,23,0.100911,-0.1694112,-0.05306625,False,True,False,True,True,False,False
000001E000288252,0,12,0,31,0.0893354,-0.1871748,-0.01263022,False,False,True,True,True,False,False
000001E000288252,0,12,0,39,0.1140901,-0.2047634,-0.01985216,False,False,False,True,True,False,False
000001E000288252,0,12,0,41,0.08639416,-0.1892028,-0.05951345,False,False,False,True,True,False,False
000001E000288252,0,12,0,45,0.09620836,-0.155113,0.001509905,False,True,False,True,True,False,False
000001E000288252,0,12,0,50,0.08848307,-0.1932163,-0.0166688,False,False,False,True,True,False,False
000001E000288252,0,12,0,57,0.1042353,-0.1572003,-9.512901e-05,False,True,True,True,True,False,False
000001E000288252,0,12,0,59,0.08792375,-0.1629212,-0.06923676,False,False,True,True,True,False,False
000001E000288252,0,12,0,61,0.1016857,-0.167902,-0.0494144,False,False,True,True,True,False,False
000001E000288252,0,12,0,66,0.08999337,-0.1876941,-0.03264785,False,False,True,True,True,False,False
000001E000288252,0,13,0,1,0.09739015,-0.1077516,-0.04071593,True,True,True,True,True,True,True
000001E000288252,0,13,0,6,0.09270781,-0.1467209,0.001596212,False,True,False,True,True,True,True
000001E000288252,0,13,0,9,0.09956714,-0.151233,0.001861811,False,True,False,True,True,False,False
000001E000288252,0,13,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,13,0,22,0.08831865,-0.1562204,-0.06830239,False,True,False,True,True,False,False
000001E000288252,0,13,0,23,0.09530474,-0.1694226,-0.05892777,False,False,False,True,True,False,False
000001E000288252,0,13,0,31,0.0893354,-0.1702108,-0.01071644,False,True,True,True,True,False,False
000001E000288252,0,13,0,39,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,13,0,41,0.08740216,-0.1878228,-0.0657779,False,False,False,True,True,False,False
000001E000288252,0,13,0,45,0.09775174,-0.1525204,-0.000109911,False,True,False,True,True,False,False
000001E000288252,0,13,0,50,999.0,999.0,999.0,False,False,True,False,True,True,True
000001E000288252,0,13,0,57,0.100512,-0.1647274,-0.001186371,False,False,False,True,True,False,False
000001E000288252,0,13,0,59,0.08792375,-0.1500695,-0.07437229,False,False,True,True,True,False,False
000001E000288252,0,13,0,61,0.1020885,-0.2011619,-0.03554225,False,True,True,True,True,False,False
000001E000288252,0,13,0,66,0.08999337,-0.1875081,-0.04310775,False,False,False,True,True,False,False
000001E000288252,0,14,0,1,0.0955177,-0.08729291,-0.0632658,True,True,True,True,True,True,True
000001E000288252,0,14,0,6,0.08935769,-0.1253567,-0.001663446,False,False,False,True,True,True,True
000001E000288252,0,14,0,9,0.09403554,-0.1567078,-0.003999472,False,True,False,True,True,False,False
000001E000288252,0,14,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,14,0,22,0.09935854,-0.15573,-0.06766248,False,False,False,True,True,False,False
000001E000288252,0,14,0,23,0.08969853,-0.171525,-0.06439543,False,False,False,True,True,False,False
000001E000288252,0,14,0,31,0.0893354,-0.1815932,-0.0200851,False,True,True,True,True,False,False
000001E000288252,0,14,0,39,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,14,0,41,0.0884304,-0.1699629,-0.0745604,False,False,True,True,True,False,False
000001E000288252,0,14,0,45,0.09620836,-0.1479182,-0.008208752,False,True,False,True,True,True,True
000001E000288252,0,14,0,50,0.08695734,-0.2022147,-0.02921128,False,False,False,True,True,False,False
000001E000288252,0,14,0,57,0.1060962,-0.1573219,-0.00733602,False,False,False,True,True,False,False
000001E000288252,0,14,0,59,0.08716571,-0.1493032,-0.08038807,False,True,True,True,True,False,False
000001E000288252,0,14,0,61,0.0960363,-0.1671035,-0.04648399,False,True,True,True,True,False,False
000001E000288252,0,14,0,66,0.08999337,-0.1885295,-0.04619932,False,False,True,True,True,False,False
000001E000288252,0,15,0,1,0.1011364,-0.09234285,-0.06628752,True,True,True,True,True,True,True
000001E000288252,0,15,0,6,0.1005275,-0.1272454,-0.007895947,False,False,False,True,True,True,True
000001E000288252,0,15,0,9,0.09956714,-0.1586297,-0.005558968,False,True,False,True,True,False,False
000001E000288252,0,15,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,15,0,22,0.08831865,-0.1565442,-0.07883024,False,True,False,True,True,False,False
000001E000288252,0,15,0,23,0.08969853,-0.1713924,-0.07226801,False,False,False,True,True,False,False
000001E000288252,0,15,0,31,0.0893354,-0.185694,-0.03144383,False,False,True,True,True,False,False
000001E000288252,0,15,0,39,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,15,0,41,0.0884304,-0.1777911,-0.07903016,False,False,True,True,True,False,False
000001E000288252,0,15,0,45,0.09620836,-0.1448863,-0.01479602,False,True,False,True,True,True,True
000001E000288252,0,15,0,50,0.08718147,-0.1996579,-0.03218222,False,False,True,True,True,False,False
000001E000288252,0,15,0,57,0.100512,-0.1557128,-0.01294076,False,True,True,True,True,False,False
000001E000288252,0,15,0,59,0.09341926,-0.1574373,-0.07947135,False,False,True,True,True,False,False
000001E000288252,0,15,0,61,0.0960363,-0.1457577,-0.07343388,False,False,True,True,True,False,False
000001E000288252,0,15,0,66,0.08999337,-0.1820216,-0.05920315,False,False,True,True,True,False,False
000001E000288252,0,16,0,1,0.09776465,-0.09972358,-0.05318213,True,True,True,True,True,True,True
000001E000288252,0,16,0,6,0.1005275,-0.1264701,-0.01746464,True,True,True,True,True,True,True
000001E000288252,0,16,0,9,0.09956714,-0.1600244,-0.007378578,False,True,False,True,True,False,False
000001E000288252,0,16,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,16,0,22,0.08831865,-0.1664643,-0.07607675,False,False,False,True,True,False,False
000001E000288252,0,16,0,23,0.08969853,-0.1635704,-0.07631087,False,False,False,True,True,False,False
000001E000288252,0,16,0,31,0.0893354,-0.1532118,-0.03711581,True,True,True,True,True,True,True
000001E000288252,0,16,0,39,0.1069597,-0.1985664,-0.02739954,False,False,False,True,True,False,False
000001E000288252,0,16,0,41,0.09948468,-0.173553,-0.08061838,False,False,True,True,True,False,False
000001E000288252,0,16,0,45,0.09620836,-0.1579049,-0.009710789,False,True,False,True,True,False,False
000001E000288252,0,16,0,50,0.08753522,-0.1974661,-0.0383544,False,False,True,True,True,False,False
000001E000288252,0,16,0,57,0.100512,-0.152117,-0.01105046,False,True,False,True,True,False,False
000001E000288252,0,16,0,59,0.09891481,-0.1485679,-0.08586073,False,False,True,True,True,False,False
000001E000288252,0,16,0,61,0.09038691,-0.1588745,-0.07737756,False,False,True,True,True,False,False
000001E000288252,0,16,0,66,0.08900054,-0.1840634,-0.05334234,False,False,False,True,True,False,False
000001E000288252,0,17,0,1,0.1011364,-0.0873661,-0.06573439,True,True,True,True,True,True,True
000001E000288252,0,17,0,6,0.1005275,-0.1115775,-0.01808882,False,True,False,True,True,True,True
000001E000288252,0,17,0,9,0.09587896,-0.1616266,-0.002476454,False,True,False,True,True,False,False
000001E000288252,0,17,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,17,0,22,0.08831865,-0.1840138,-0.07372737,False,False,False,True,True,False,False
000001E000288252,0,17,0,23,0.100911,-0.1676087,-0.07892466,False,False,False,True,True,False,False
000001E000288252,0,17,0,31,0.0893354,-0.1544104,-0.04477429,False,True,True,True,True,False,False
000001E000288252,0,17,0,39,0.09007106,-0.2000577,-0.03712201,False,False,False,True,True,False,False
000001E000288252,0,17,0,41,0.0884304,-0.1705065,-0.09049416,False,False,True,True,True,False,False
000001E000288252,0,17,0,45,0.09620836,-0.150552,-0.01276207,False,True,False,True,True,True,True
000001E000288252,0,17,0,50,0.08848307,-0.2051566,-0.04241991,False,False,False,True,True,False,False
000001E000288252,0,17,0,57,0.100512,-0.1497035,-0.01903927,False,True,False,True,True,False,False
000001E000288252,0,17,0,59,0.103282,-0.1620636,-0.07504272,False,True,True,True,True,False,False
000001E000288252,0,17,0,61,0.1016857,-0.1644857,-0.07547736,False,True,True,True,True,False,False
000001E000288252,0,17,0,66,0.08999337,-0.1916847,-0.05874133,False,False,False,True,True,False,False
000001E000288252,0,18,0,1,0.1011364,-0.0778172,-0.08088589,True,True,True,True,True,True,True
000001E000288252,0,18,0,6,0.1005275,-0.1218038,-0.02705669,False,True,False,True,True,True,True
000001E000288252,0,18,0,9,0.09956714,-0.1602972,-0.009153605,False,True,False,True,True,False,False
000001E000288252,0,18,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,0,18,0,22,0.08831865,-0.1678412,-0.08732057,False,False,False,True,True,False,False
000001E000288252,0,18,0,23,0.08969853,-0.1736846,-0.08036113,False,False,False,True,True,False,False
000001E000288252,0,18,0,31,0.0893354,-0.1611311,-0.04790926,False,True,True,True,True,False,False
000001E000288252,0,18,0,39,0.08915846,-0.1976268,-0.03535485,False,False,False,True,True,False,False
000001E000288252,0,18,0,41,0.0884304,-0.1689219,-0.1020801,False,False,True,True,True,False,False
000001E000288252,0,18,0,45,0.09620836,-0.1552224,-0.02028465,False,True,False,True,True,False,False
000001E000288252,0,18,0,50,0.08848307,-0.1946893,-0.05583978,False,False,False,True,True,False,False
000001E000288252,0,18,0,57,0.1060962,-0.1476769,-0.02875197,False,True,False,True,True,False,False
000001E000288252,0,18,0,59,0.09891481,-0.1404386,-0.0954566,False,False,True,True,True,False,False
000001E000288252,0,18,0,61,0.09038691,-0.1460154,-0.1015644,False,False,True,True,True,False,False
000001E000288252,0,18,0,66,0.08999337,-0.179944,-0.06728625,False,False,False,True,True,False,False
000001E000288252,1,19,0,1,0.09017339,-0.136431,0.08294725,True,True,True,True,True,True,True
000001E000288252,1,19,0,6,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,1,19,0,9,0.08945463,-0.1599443,0.09320807,False,True,False,True,True,False,False
000001E000288252,1,19,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,1,19,0,22,0.08864677,-0.1835012,-0.01397872,False,False,False,True,True,False,False
000001E000288252,1,19,0,23,0.08853538,-0.1989219,-0.0003590584,False,False,True,True,True,False,False
000001E000288252,1,19,0,31,0.09001029,-0.1940057,0.0403409,False,False,False,True,True,False,False
000001E000288252,1,19,0,39,0.09033962,-0.2020819,0.003227472,False,False,False,True,True,False,False
000001E000288252,1,19,0,41,0.09395753,-0.004254818,0.1125702,True,True,True,True,True,True,True
000001E000288252,1,19,0,45,999.0,999.0,999.0,False,False,True,False,True,True,True
000001E000288252,1,19,0,50,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,1,19,0,57,0.08970571,0.08054066,0.1900232,False,False,False,True,True,False,False
000001E000288252,1,19,0,59,0.08884732,-0.1793756,-0.04443169,False,False,True,True,True,False,False
000001E000288252,1,19,0,61,0.08743606,-0.1856146,0.03300858,False,False,False,True,True,False,False
000001E000288252,1,19,0,66,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,1,20,0,1,0.1137658,-0.1444039,0.06744003,False,False,True,True,True,False,False
000001E000288252,1,20,0,6,0.08804088,-0.2122965,-0.01057076,False,False,False,True,True,False,False
000001E000288252,1,20,0,9,0.1006371,-0.1537769,0.04471838,False,True,False,True,True,False,False
000001E000288252,1,20,0,20,999.0,999.0,999.0,False,False,False,False,True,True,True
000001E000288252,1,20,0,22,0.08687345,-0.2025404,-0.0253818,False,False,False,True,True,False,False
000001E000288252,1,20,0,23,0.08820178,-0.1818745,-0.03811169,False,False,False,True,True,False,False
